Title: ,KH03 Returns,,,
01/03/2018,RFF,Barnsley Hospital,NA,NA
01/03/2018,RFR,The Rotherham,NA,NA
01/03/2018,RFS,Chesterfield Royal Hospital,NA,NA
01/03/2018,RGD,Leeds And York Partnership,376,376
01/03/2018,RGM,Royal Papworth Hospital,NA,NA
01/03/2018,RGN,North West Anglia,NA,NA
01/03/2018,RGP,James Paget University Hospitals,NA,NA
01/03/2018,RGQ,Ipswich Hospital,NA,NA
01/03/2018,RGR,West Suffolk,NA,NA
01/03/2018,RGT,Cambridge University Hospitals,NA,NA
01/03/2018,RH5,Somerset Partnership,135,123
01/03/2018,RH8,Royal Devon And Exeter,NA,NA
01/03/2018,RHA,Nottinghamshire Healthcare,847,782
01/03/2018,RHM,University Hospital Southampton,NA,NA
01/03/2018,RHQ,Sheffield Teaching Hospitals,NA,NA
01/03/2018,RHU,Portsmouth Hospitals,NA,NA
01/03/2018,RHW,Royal Berkshire,NA,NA
01/03/2018,RJ1,Guy's And St Thomas',NA,NA
01/03/2018,RJ2,Lewisham And Greenwich,NA,NA
01/03/2018,RJ6,Croydon Health Services,NA,NA
01/03/2018,RJ7,St George's University Hospitals,NA,NA
01/03/2018,RJ8,Cornwall Partnership,117,110
01/03/2018,RJC,South Warwickshire,NA,NA
01/03/2018,RJE,University Hospitals Of North Midlands,NA,NA
01/03/2018,RJF,Burton Hospitals,NA,NA
01/03/2018,RJL,Northern Lincolnshire And Goole,NA,NA
01/03/2018,RJN,East Cheshire,NA,NA
01/03/2018,RJR,Countess Of Chester Hospital,NA,NA
01/03/2018,RJZ,King's College Hospital,NA,NA
01/03/2018,RK5,Sherwood Forest Hospitals,NA,NA
01/03/2018,RK9,Plymouth Hospitals,NA,NA
01/03/2018,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/03/2018,RKE,Whittington Health,12,11
01/03/2018,RKL,West London Mental Health,743,653
01/03/2018,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/03/2018,RL4,The Royal Wolverhampton,NA,NA
01/03/2018,RLN,City Hospitals Sunderland,NA,NA
01/03/2018,RLQ,Wye Valley,NA,NA
01/03/2018,RLT,George Eliot Hospital,NA,NA
01/03/2018,RLY,North Staffordshire Combined Healthcare,172,153
01/03/2018,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/03/2018,RM3,Salford Royal,NA,NA
01/03/2018,RMC,Bolton,NA,NA
01/03/2018,RMP,Tameside And Glossop Integrated Care,NA,NA
01/03/2018,RMY,Norfolk And Suffolk,395,348
01/03/2018,RN3,Great Western Hospitals,NA,NA
01/03/2018,RN5,Hampshire Hospitals,NA,NA
01/03/2018,RN7,Dartford And Gravesham,NA,NA
01/03/2018,RNA,The Dudley Group,NA,NA
01/03/2018,RNL,North Cumbria University Hospitals,NA,NA
01/03/2018,RNN,Cumbria Partnership,137,118
01/03/2018,RNQ,Kettering General Hospital,NA,NA
01/03/2018,RNS,Northampton General Hospital,NA,NA
01/03/2018,RNU,Oxford Health,395,360
01/03/2018,RNZ,Salisbury,NA,NA
01/03/2018,RP1,Northamptonshire Healthcare,190,178
01/03/2018,RP4,Great Ormond Street Hospital For Children,9,7
01/03/2018,RP5,Doncaster And Bassetlaw Teaching Hospitals,NA,NA
01/03/2018,RP6,Moorfields Eye Hospital,NA,NA
01/03/2018,RP7,Lincolnshire Partnership,247,209
01/03/2018,RPA,Medway,NA,NA
01/03/2018,RPC,Queen Victoria Hospital,NA,NA
01/03/2018,RPG,Oxleas,383,367
01/03/2018,RPY,The Royal Marsden,NA,NA
01/03/2018,RQ3,Birmingham Women's And Children's,31,24
01/03/2018,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/03/2018,RQ8,Mid Essex Hospital Services,NA,NA
01/03/2018,RQM,Chelsea And Westminster Hospital,NA,NA
01/03/2018,RQW,The Princess Alexandra Hospital,NA,NA
01/03/2018,RQX,Homerton University Hospital,NA,NA
01/03/2018,RQY,South West London And St George's Mental Health,401,364
01/03/2018,RR1,Heart Of England,NA,NA
01/03/2018,RR7,Gateshead Health,34,25
01/03/2018,RR8,Leeds Teaching Hospitals,NA,NA
01/03/2018,RRE,South Staffordshire And Shropshire Healthcare,301,260
01/03/2018,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/03/2018,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/03/2018,RRK,University Hospitals Birmingham,NA,NA
01/03/2018,RRP,"Barnet, Enfield And Haringey Mental Health",464,453
01/03/2018,RRV,University College London Hospitals,12,8
01/03/2018,RT1,Cambridgeshire And Peterborough,223,191
01/03/2018,RT2,Pennine Care,507,460
01/03/2018,RT3,Royal Brompton & Harefield,NA,NA
01/03/2018,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/03/2018,RTE,Gloucestershire Hospitals,NA,NA
01/03/2018,RTF,Northumbria Healthcare,42,19
01/03/2018,RTG,Derby Teaching Hospitals,NA,NA
01/03/2018,RTH,Oxford University Hospitals,NA,NA
01/03/2018,RTK,Ashford And St Peter's Hospitals,NA,NA
01/03/2018,RTP,Surrey And Sussex Healthcare,NA,NA
01/03/2018,RTQ,2gether,207,185
01/03/2018,RTR,South Tees Hospitals,NA,NA
01/03/2018,RTV,North West Boroughs Healthcare,306,279
01/03/2018,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/03/2018,RV3,Central And North West London,751,700
01/03/2018,RV9,Humber,192,151
01/03/2018,RVJ,North Bristol,12,5
01/03/2018,RVN,Avon And Wiltshire Mental Health Partnership,528,453
01/03/2018,RVR,Epsom And St Helier University Hospitals,NA,NA
01/03/2018,RVV,East Kent Hospitals University,NA,NA
01/03/2018,RVW,North Tees And Hartlepool,NA,NA
01/03/2018,RVY,Southport And Ormskirk Hospital,NA,NA
01/03/2018,RW1,Southern Health,520,396
01/03/2018,RW4,Mersey Care,597,541
01/03/2018,RW5,Lancashire Care,516,481
01/03/2018,RW6,Pennine Acute Hospitals,NA,NA
01/03/2018,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/03/2018,RWD,United Lincolnshire Hospitals,NA,NA
01/03/2018,RWE,University Hospitals Of Leicester,NA,NA
01/03/2018,RWF,Maidstone And Tunbridge Wells,NA,NA
01/03/2018,RWG,West Hertfordshire Hospitals,NA,NA
01/03/2018,RWH,East And North Hertfordshire,NA,NA
01/03/2018,RWJ,Stockport,NA,NA
01/03/2018,RWK,East London,869,761
01/03/2018,RWP,Worcestershire Acute Hospitals,NA,NA
01/03/2018,RWV,Devon Partnership,276,272
01/03/2018,RWW,Warrington And Halton Hospitals,NA,NA
01/03/2018,RWX,Berkshire Healthcare,147,127
01/03/2018,RWY,Calderdale And Huddersfield,NA,NA
01/03/2018,RX1,Nottingham University Hospitals,NA,NA
01/03/2018,RX2,Sussex Partnership,570,558
01/03/2018,RX3,"Tees, Esk And Wear Valleys",717,616
01/03/2018,RX4,"Northumberland, Tyne And Wear",607,523
01/03/2018,RXA,Cheshire And Wirral Partnership,270,257
01/03/2018,RXC,East Sussex Healthcare,NA,NA
01/03/2018,RXE,Rotherham Doncaster And South Humber,294,237
01/03/2018,RXF,Mid Yorkshire Hospitals,NA,NA
01/03/2018,RXG,South West Yorkshire Partnership,422,362
01/03/2018,RXH,Brighton And Sussex University Hospitals,NA,NA
01/03/2018,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/03/2018,RXL,Blackpool Teaching Hospitals,NA,NA
01/03/2018,RXM,Derbyshire Healthcare,271,227
01/03/2018,RXN,Lancashire Teaching Hospitals,NA,NA
01/03/2018,RXP,County Durham And Darlington,NA,NA
01/03/2018,RXQ,Buckinghamshire Healthcare,NA,NA
01/03/2018,RXR,East Lancashire Hospitals,NA,NA
01/03/2018,RXT,Birmingham And Solihull Mental Health,674,649
01/03/2018,RXW,Shrewsbury And Telford Hospital,NA,NA
01/03/2018,RXX,Surrey And Borders Partnership,199,185
01/03/2018,RXY,Kent And Medway NHS And Social Care Partnership Trust,468,414
01/03/2018,RY3,Norfolk Community Health And Care,NA,NA
01/03/2018,RY5,Lincolnshire Community Health Services,NA,NA
01/03/2018,RY6,Leeds Community Healthcare,8,6
01/03/2018,RY8,Derbyshire Community Health Services,29,23
01/03/2018,RYG,Coventry And Warwickshire Partnership,257,222
01/03/2018,RYJ,Imperial College Healthcare,NA,NA
01/03/2018,RYK,Dudley And Walsall Mental Health Partnership,167,149
01/03/2018,RYR,Western Sussex Hospitals,NA,NA
01/03/2018,RYV,Cambridgeshire Community Services,NA,NA
01/03/2018,RYW,Birmingham Community Healthcare,NA,NA
01/03/2018,RYX,Central London Community Healthcare,NA,NA
01/03/2018,TAD,Bradford District Care,200,175
01/03/2018,TAF,Camden And Islington,190,179
01/03/2018,TAH,Sheffield Health & Social Care,150,137
01/03/2018,TAJ,Black Country Partnership,156,123
01/06/2018,R0A,Manchester University,13,11
01/06/2018,R1A,Worcestershire Health And Care,119,107
01/06/2018,R1C,Solent,60,54
01/06/2018,R1F,Isle Of Wight,46,42
01/06/2018,R1H,Barts Health,NA,NA
01/06/2018,R1J,Gloucestershire Care Services,NA,NA
01/06/2018,R1K,London North West University Healthcare,NA,NA
01/06/2018,R1L,Essex Partnership University,585,567
01/06/2018,RA2,Royal Surrey County Hospital,NA,NA
01/06/2018,RA3,Weston Area Health,NA,NA
01/06/2018,RA4,Yeovil District Hospital,NA,NA
01/06/2018,RA7,University Hospitals Bristol,NA,NA
01/06/2018,RA9,Torbay And South Devon,NA,NA
01/06/2018,RAE,Bradford Teaching Hospitals,NA,NA
01/06/2018,RAJ,Southend University Hospital,NA,NA
01/06/2018,RAL,Royal Free London,4,4
01/06/2018,RAN,Royal National Orthopaedic Hospital,NA,NA
01/06/2018,RAP,North Middlesex University Hospital,NA,NA
01/06/2018,RAS,The Hillingdon Hospitals,NA,NA
01/06/2018,RAT,North East London,196,174
01/06/2018,RAX,Kingston Hospital,NA,NA
01/06/2018,RBA,Taunton And Somerset,NA,NA
01/06/2018,RBD,Dorset County Hospital,NA,NA
01/06/2018,RBK,Walsall Healthcare,NA,NA
01/06/2018,RBL,Wirral University Teaching Hospital,NA,NA
01/06/2018,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/06/2018,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/06/2018,RBS,Alder Hey Children's,7,4
01/06/2018,RBT,Mid Cheshire Hospitals,NA,NA
01/06/2018,RBV,The Christie,NA,NA
01/06/2018,RBZ,Northern Devon Healthcare,NA,NA
01/06/2018,RC1,Bedford Hospital,NA,NA
01/06/2018,RC9,Luton And Dunstable University Hospital,NA,NA
01/06/2018,RCB,York Teaching Hospital,NA,NA
01/06/2018,RCD,Harrogate And District,NA,NA
01/06/2018,RCF,Airedale,NA,NA
01/06/2018,RCU,Sheffield Children's,24,19
01/06/2018,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/06/2018,RD1,Royal United Hospitals Bath,NA,NA
01/06/2018,RD3,Poole Hospital,NA,NA
01/06/2018,RD8,Milton Keynes University Hospital,NA,NA
01/06/2018,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/06/2018,RDE,Colchester Hospital University Foundation Trust,NA,NA
01/06/2018,RDR,Sussex Community,NA,NA
01/06/2018,RDU,Frimley Health,NA,NA
01/06/2018,RDY,Dorset Healthcare University,233,212
01/06/2018,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/06/2018,RE9,South Tyneside,NA,NA
01/06/2018,REF,Royal Cornwall Hospitals,NA,NA
01/06/2018,REM,Aintree University Hospital,NA,NA
01/06/2018,REN,The Clatterbridge Cancer Centre,NA,NA
01/06/2018,REP,Liverpool Women's,NA,NA
01/06/2018,RET,The Walton Centre,NA,NA
01/06/2018,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/06/2018,RFF,Barnsley Hospital,NA,NA
01/06/2018,RFR,The Rotherham,NA,NA
01/06/2018,RFS,Chesterfield Royal Hospital,NA,NA
01/06/2018,RGD,Leeds And York Partnership,370,344
01/06/2018,RGM,Royal Papworth Hospital,NA,NA
01/06/2018,RGN,North West Anglia,NA,NA
01/06/2018,RGP,James Paget University Hospitals,NA,NA
01/06/2018,RGQ,Ipswich Hospital,NA,NA
01/06/2018,RGR,West Suffolk,NA,NA
01/06/2018,RGT,Cambridge University Hospitals,NA,NA
01/06/2018,RH5,Somerset Partnership,137,120
01/06/2018,RH8,Royal Devon And Exeter,NA,NA
01/06/2018,RHA,Nottinghamshire Healthcare,855,771
01/06/2018,RHM,University Hospital Southampton,NA,NA
01/06/2018,RHQ,Sheffield Teaching Hospitals,NA,NA
01/06/2018,RHU,Portsmouth Hospitals,NA,NA
01/06/2018,RHW,Royal Berkshire,NA,NA
01/06/2018,RJ1,Guy's And St Thomas',NA,NA
01/06/2018,RJ2,Lewisham And Greenwich,NA,NA
01/06/2018,RJ6,Croydon Health Services,NA,NA
01/06/2018,RJ7,St George's University Hospitals,NA,NA
01/06/2018,RJ8,Cornwall Partnership,130,108
01/06/2018,RJC,South Warwickshire,NA,NA
01/06/2018,RJE,University Hospitals Of North Midlands,NA,NA
01/06/2018,RJF,Burton Hospitals,NA,NA
01/06/2018,RJL,Northern Lincolnshire And Goole,NA,NA
01/06/2018,RJN,East Cheshire,NA,NA
01/06/2018,RJR,Countess Of Chester Hospital,NA,NA
01/06/2018,RJZ,King's College Hospital,NA,NA
01/06/2018,RK5,Sherwood Forest Hospitals,NA,NA
01/06/2018,RK9,University Hospitals Plymouth,NA,NA
01/06/2018,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/06/2018,RKE,Whittington Health,12,11
01/06/2018,RKL,West London Mental Health,747,652
01/06/2018,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/06/2018,RL4,The Royal Wolverhampton,NA,NA
01/06/2018,RLN,City Hospitals Sunderland,NA,NA
01/06/2018,RLQ,Wye Valley,NA,NA
01/06/2018,RLT,George Eliot Hospital,NA,NA
01/06/2018,RLY,North Staffordshire Combined Healthcare,172,146
01/06/2018,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/06/2018,RM3,Salford Royal,NA,NA
01/06/2018,RMC,Bolton,NA,NA
01/06/2018,RMP,Tameside And Glossop Integrated Care,NA,NA
01/06/2018,RMY,Norfolk And Suffolk,385,325
01/06/2018,RN3,Great Western Hospitals,NA,NA
01/06/2018,RN5,Hampshire Hospitals,NA,NA
01/06/2018,RN7,Dartford And Gravesham,NA,NA
01/06/2018,RNA,The Dudley Group,NA,NA
01/06/2018,RNL,North Cumbria University Hospitals,NA,NA
01/06/2018,RNN,Cumbria Partnership,140,126
01/06/2018,RNQ,Kettering General Hospital,NA,NA
01/06/2018,RNS,Northampton General Hospital,NA,NA
01/06/2018,RNU,Oxford Health,395,348
01/06/2018,RNZ,Salisbury,NA,NA
01/06/2018,RP1,Northamptonshire Healthcare,190,186
01/06/2018,RP4,Great Ormond Street Hospital For Children,9,7
01/06/2018,RP5,Doncaster And Bassetlaw Teaching Hospitals,NA,NA
01/06/2018,RP6,Moorfields Eye Hospital,NA,NA
01/06/2018,RP7,Lincolnshire Partnership,247,208
01/06/2018,RPA,Medway,NA,NA
01/06/2018,RPC,Queen Victoria Hospital,NA,NA
01/06/2018,RPG,Oxleas,384,367
01/06/2018,RPY,The Royal Marsden,NA,NA
01/06/2018,RQ3,Birmingham Women's And Children's,24,24
01/06/2018,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/06/2018,RQ8,Mid Essex Hospital Services,NA,NA
01/06/2018,RQM,Chelsea And Westminster Hospital,NA,NA
01/06/2018,RQW,The Princess Alexandra Hospital,NA,NA
01/06/2018,RQX,Homerton University Hospital,NA,NA
01/06/2018,RQY,South West London And St George's Mental Health,400,356
01/06/2018,RR7,Gateshead Health,34,22
01/06/2018,RR8,Leeds Teaching Hospitals,NA,NA
01/06/2018,RRE,Midlands Partnership,302,272
01/06/2018,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/06/2018,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/06/2018,RRK,University Hospitals Birmingham,NA,NA
01/06/2018,RRP,"Barnet, Enfield And Haringey Mental Health",466,461
01/06/2018,RRV,University College London Hospitals,12,8
01/06/2018,RT1,Cambridgeshire And Peterborough,213,177
01/06/2018,RT2,Pennine Care,503,465
01/06/2018,RT3,Royal Brompton & Harefield,NA,NA
01/06/2018,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/06/2018,RTE,Gloucestershire Hospitals,NA,NA
01/06/2018,RTF,Northumbria Healthcare,42,24
01/06/2018,RTG,Derby Teaching Hospitals,NA,NA
01/06/2018,RTH,Oxford University Hospitals,NA,NA
01/06/2018,RTK,Ashford And St Peter's Hospitals,NA,NA
01/06/2018,RTP,Surrey And Sussex Healthcare,NA,NA
01/06/2018,RTQ,2gether,207,184
01/06/2018,RTR,South Tees Hospitals,NA,NA
01/06/2018,RTV,North West Boroughs Healthcare,307,272
01/06/2018,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/06/2018,RV3,Central And North West London,752,694
01/06/2018,RV9,Humber Teaching,183,149
01/06/2018,RVJ,North Bristol,12,6
01/06/2018,RVN,Avon And Wiltshire Mental Health Partnership,528,443
01/06/2018,RVR,Epsom And St Helier University Hospitals,NA,NA
01/06/2018,RVV,East Kent Hospitals University,NA,NA
01/06/2018,RVW,North Tees And Hartlepool,NA,NA
01/06/2018,RVY,Southport And Ormskirk Hospital,NA,NA
01/06/2018,RW1,Southern Health,515,408
01/06/2018,RW4,Mersey Care,594,535
01/06/2018,RW5,Lancashire Care,516,476
01/06/2018,RW6,Pennine Acute Hospitals,NA,NA
01/06/2018,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/06/2018,RWD,United Lincolnshire Hospitals,NA,NA
01/06/2018,RWE,University Hospitals Of Leicester,NA,NA
01/06/2018,RWF,Maidstone And Tunbridge Wells,NA,NA
01/06/2018,RWG,West Hertfordshire Hospitals,NA,NA
01/06/2018,RWH,East And North Hertfordshire,NA,NA
01/06/2018,RWJ,Stockport,NA,NA
01/06/2018,RWK,East London,881,760
01/06/2018,RWP,Worcestershire Acute Hospitals,NA,NA
01/06/2018,RWR,Hertfordshire Partnership University,366,338
01/06/2018,RWV,Devon Partnership,280,270
01/06/2018,RWW,Warrington And Halton Hospitals,NA,NA
01/06/2018,RWX,Berkshire Healthcare,147,121
01/06/2018,RWY,Calderdale And Huddersfield,NA,NA
01/06/2018,RX1,Nottingham University Hospitals,NA,NA
01/06/2018,RX2,Sussex Partnership,576,560
01/06/2018,RX3,"Tees, Esk And Wear Valleys",722,668
01/06/2018,RX4,"Northumberland, Tyne And Wear",607,517
01/06/2018,RXA,Cheshire And Wirral Partnership,272,261
01/06/2018,RXC,East Sussex Healthcare,NA,NA
01/06/2018,RXE,Rotherham Doncaster And South Humber,294,215
01/06/2018,RXF,Mid Yorkshire Hospitals,NA,NA
01/06/2018,RXG,South West Yorkshire Partnership,423,365
01/06/2018,RXH,Brighton And Sussex University Hospitals,NA,NA
01/06/2018,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/06/2018,RXL,Blackpool Teaching Hospitals,NA,NA
01/06/2018,RXM,Derbyshire Healthcare,271,243
01/06/2018,RXN,Lancashire Teaching Hospitals,NA,NA
01/06/2018,RXP,County Durham And Darlington,NA,NA
01/06/2018,RXQ,Buckinghamshire Healthcare,NA,NA
01/06/2018,RXR,East Lancashire Hospitals,NA,NA
01/06/2018,RXT,Birmingham And Solihull Mental Health,675,654
01/06/2018,RXW,Shrewsbury And Telford Hospital,NA,NA
01/06/2018,RXX,Surrey And Borders Partnership,198,182
01/06/2018,RXY,Kent And Medway NHS And Social Care Partnership Trust,453,419
01/06/2018,RY3,Norfolk Community Health And Care,NA,NA
01/06/2018,RY5,Lincolnshire Community Health Services,NA,NA
01/06/2018,RY6,Leeds Community Healthcare,8,7
01/06/2018,RY8,Derbyshire Community Health Services,27,17
01/06/2018,RYG,Coventry And Warwickshire Partnership,249,219
01/06/2018,RYJ,Imperial College Healthcare,NA,NA
01/06/2018,RYK,Dudley And Walsall Mental Health Partnership,167,155
01/06/2018,RYR,Western Sussex Hospitals,NA,NA
01/06/2018,RYV,Cambridgeshire Community Services,NA,NA
01/06/2018,RYW,Birmingham Community Healthcare,NA,NA
01/06/2018,RYX,Central London Community Healthcare,NA,NA
01/06/2018,TAD,Bradford District Care,200,184
01/06/2018,TAF,Camden And Islington,188,178
01/06/2018,TAH,Sheffield Health & Social Care,150,138
01/06/2018,TAJ,Black Country Partnership,156,127
01/09/2018,R0A,Manchester University,13,11
01/09/2018,R1A,Worcestershire Health And Care,119,107
01/09/2018,R1C,Solent,66,54
01/09/2018,R1F,Isle Of Wight,49,44
01/09/2018,R1H,Barts Health,NA,NA
01/09/2018,R1J,Gloucestershire Care Services,NA,NA
01/09/2018,R1K,London North West University Healthcare,NA,NA
01/09/2018,R1L,Essex Partnership University,585,547
01/09/2018,RA2,Royal Surrey County Hospital,NA,NA
01/09/2018,RA3,Weston Area Health,NA,NA
01/09/2018,RA4,Yeovil District Hospital,NA,NA
01/09/2018,RA7,University Hospitals Bristol,NA,NA
01/09/2018,RA9,Torbay And South Devon,NA,NA
01/09/2018,RAE,Bradford Teaching Hospitals,NA,NA
01/09/2018,RAJ,Southend University Hospital,NA,NA
01/09/2018,RAL,Royal Free London,2,2
01/09/2018,RAN,Royal National Orthopaedic Hospital,NA,NA
01/09/2018,RAP,North Middlesex University Hospital,NA,NA
01/09/2018,RAS,The Hillingdon Hospitals,NA,NA
01/09/2018,RAT,North East London,196,159
01/09/2018,RAX,Kingston Hospital,NA,NA
01/09/2018,RBA,Taunton And Somerset,NA,NA
01/09/2018,RBD,Dorset County Hospital,NA,NA
01/09/2018,RBK,Walsall Healthcare,NA,NA
01/09/2018,RBL,Wirral University Teaching Hospital,NA,NA
01/09/2018,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/09/2018,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/09/2018,RBS,Alder Hey Children's,7,6
01/09/2018,RBT,Mid Cheshire Hospitals,NA,NA
01/09/2018,RBV,The Christie,NA,NA
01/09/2018,RBZ,Northern Devon Healthcare,NA,NA
01/09/2018,RC1,Bedford Hospital,NA,NA
01/09/2018,RC9,Luton And Dunstable University Hospital,NA,NA
01/09/2018,RCB,York Teaching Hospital,NA,NA
01/09/2018,RCD,Harrogate And District,NA,NA
01/09/2018,RCF,Airedale,NA,NA
01/09/2018,RCU,Sheffield Children's,20,13
01/09/2018,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/09/2018,RD1,Royal United Hospitals Bath,NA,NA
01/09/2018,RD3,Poole Hospital,NA,NA
01/09/2018,RD8,Milton Keynes University Hospital,NA,NA
01/09/2018,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/09/2018,RDE,East Suffolk And North Essex,NA,NA
01/09/2018,RDR,Sussex Community,NA,NA
01/09/2018,RDU,Frimley Health,NA,NA
01/09/2018,RDY,Dorset Healthcare University,236,217
01/09/2018,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/09/2018,RE9,South Tyneside,NA,NA
01/09/2018,REF,Royal Cornwall Hospitals,NA,NA
01/09/2018,REM,Aintree University Hospital,NA,NA
01/09/2018,REN,The Clatterbridge Cancer Centre,NA,NA
01/09/2018,REP,Liverpool Women's,NA,NA
01/09/2018,RET,The Walton Centre,NA,NA
01/09/2018,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/09/2018,RFF,Barnsley Hospital,NA,NA
01/09/2018,RFR,The Rotherham,NA,NA
01/09/2018,RFS,Chesterfield Royal Hospital,NA,NA
01/09/2018,RGD,Leeds And York Partnership,370,346
01/09/2018,RGM,Royal Papworth Hospital,NA,NA
01/09/2018,RGN,North West Anglia,NA,NA
01/09/2018,RGP,James Paget University Hospitals,NA,NA
01/09/2018,RGR,West Suffolk,NA,NA
01/09/2018,RGT,Cambridge University Hospitals,NA,NA
01/09/2018,RH5,Somerset Partnership,134,117
01/09/2018,RH8,Royal Devon And Exeter,NA,NA
01/09/2018,RHA,Nottinghamshire Healthcare,831,759
01/09/2018,RHM,University Hospital Southampton,NA,NA
01/09/2018,RHQ,Sheffield Teaching Hospitals,NA,NA
01/09/2018,RHU,Portsmouth Hospitals,NA,NA
01/09/2018,RHW,Royal Berkshire,NA,NA
01/09/2018,RJ1,Guy's And St Thomas',NA,NA
01/09/2018,RJ2,Lewisham And Greenwich,NA,NA
